handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2
Product_11,Product,Taburete alto Bennett de iNSPIRE Q Bold,Taburetes Bennett de imitación de cuero blanco de 24 pulgadas de altura con respaldo alto (juego de 2) de iNSPIRE Q Bold,860f32_615f182d566a4e49b0ced865506cee78~mv2.jpg;860f32_af33da0d5b8e4d3fb61d7648301f496f~mv2.jpg;860f32_efaa204fee5247c49340975367009f26~mv2.jpg;860f32_51520c4fa03e4f66b626b578dd365e9c~mv2.jpg,Muebles,13003058-000-000,,138.59,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_12,Product,Elíptica para ejercicios Exerpeutic 325,Elíptica magnética de alta capacidad con pulso Exerpeutic 325,860f32_d183c64964e74e01a2db1388585c3003~mv2.jpg;860f32_81cc794c05a64c16a486d0e6c3ed9be9~mv2.jpg;860f32_8010231a59e943469aa1d433d6933243~mv2.jpg;860f32_6a08989e73c84792ab3de38b3010e333~mv2.jpg;860f32_5e8cf19b89584cbfbeb9ddd0146f8d7a~mv2.jpg;860f32_a439dc4eddf647d9bfa7a971ee2c7cf1~mv2.jpg;860f32_2a6721822dd14eb9b9c6370e3683f776~mv2.jpg,Varios,13926164-000-000,,229.75,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_13,Product,Barra para cortina,"Royal Crown Antique - Juego de barra de madera para cortina, acabado en bronce",860f32_a73f6d49afa348369e2c16a128888f67~mv2.jpg;860f32_8eb575998b384c5aba7ba0f915f06c7b~mv2.jpg,Decoracion,14030846-000-003,,180.65,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_14,Product,Sillas de Simple Living Parson,Simple Living Parson Cream y sillas de comedor de madera de caucho negro (juego de 2),860f32_9a7480e8a3be454bbd2068697e9c8aad~mv2.jpg;860f32_d03eb0eec5d348d2b0d023ac22f77070~mv2.jpg;860f32_c25329a0849e45508452a7b3a836d339~mv2.jpg;860f32_264d25f9a1ed4cdcaf03e670aae0ce52~mv2.jpg;860f32_7f78361f85f34e01a6b52400b63190e2~mv2.jpg;860f32_bb465aa1910c43faada9dae3d5abf859~mv2.jpg,Muebles,14063799-000-000,,90.74,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_15,Product,Silla de comedor Kensington (juego de 2) de Christopher Knight Home,Silla de comedor blanca moderna Kensington (juego de 2) de Christopher Knight Home,860f32_cf2925172021484c963579479c29b60d~mv2.jpg;860f32_167a99321c3c455b920958f794944254~mv2.jpg;860f32_4d4785913a834485a2824226968f8723~mv2.jpg;860f32_b9836237e1504e038261c555b1a0f3bc~mv2.jpg;860f32_3fbe701eb7794cf39c0cf9ff3734fe21~mv2.jpg;860f32_632f52f3aabd4b58a93e553cbe3a5999~mv2.jpg;860f32_73f1ba04b2ab4cebb91b96a7ce5194eb~mv2.jpg,Muebles,14093364-000-000,,116.73,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_16,Product,Estante (repisa) de Porch & Den,Porch &amp; Den R Street - Estante flotante con acabado en chocolate de 36 pulgadas,860f32_1493d32a28be49bba8b584b53ad65cbf~mv2.jpg;860f32_86df6c6ba5e14ab79065126510ad29b4~mv2.jpg;860f32_df69901e3b3642b29067a5b39e4cbe5c~mv2.jpg;860f32_5492baa7817b47308ae21e40eca44699~mv2.jpg,Decoracion;Decoración,14114753-000-000,,35.47,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_17,Product,Archivador de Space Solutions,"Space Solutions - Gabinete archivador de metal de 18 ""con 2 cajones y estante, negro",860f32_250ce1183e3e4f2291ce1c82124ad855~mv2.jpg;860f32_66bfde437da44c9c8c11409911d8bf61~mv2.jpg,Muebles,14138786-000-000,,61.87,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_18,Product,Azulejo para pisos y paredes con mosaico de porcelana,"SomerTile - Azulejo para pisos y paredes con mosaico de porcelana de cobalto, octágono victoriano de 11.5x11.5 pulgadas (10 baldosas / 9.2 pies cuadrados)",860f32_b851c535294e40faa809692dd802e825~mv2.jpg;860f32_99f9d71a30fe4015bc65918a740a57c3~mv2.jpg;860f32_e6b57423aca44e57a275b355d1f21c2a~mv2.jpg;860f32_f5692f4e783d49fdafcdeac0a2032213~mv2.jpg,Decoracion;Decoración,14173709-000-000,,57.74,,FALSO,PERCENT,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_19,Product,Taburetes de bar (juego de 2) de Gunmetal,"Tabouret Taburetes de bar de 30 pulgadas, clásicos y de Gunmetal (juego de 2)",860f32_99e8db55466349358dd8a322738c50ad~mv2.jpg;860f32_40dd7eaaffcd4f9b9f6aec85f888859a~mv2.jpg;860f32_4ca225a2e6974a268861173c6e3f491d~mv2.jpg;860f32_7816a40e154545cbbacca367d61445ed~mv2.jpg;860f32_6d8568aa838d44dba735f400387382d0~mv2.jpg,Muebles,14366774-000-000,,90.74,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20,Product,Escritorio para computadora de Calico Designs,<p>Escritorio de torre arco de teca / estaño - Calico Designs</p>,860f32_913ef5af39be4dbda151bce0072c922c~mv2.jpg;860f32_4c8bae04012542f09cb6ac78083f5471~mv2.jpg;860f32_9ca59d7df9db4d82a19a0e9b3533ff26~mv2.jpg;860f32_93cb6107988842c880653e8f82aa7900~mv2.jpg;860f32_add22c7dde2f4ed5a12db8a017ce69a7~mv2.jpg,Muebles,14695927-000-000,,126.63,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_21,Product,Mesa de cama médica,<p>Mesa de cama para silla elevadora de asiento Drive Medical</p>,860f32_cdd88d00e2c74e1aa4563226b06117a9~mv2.jpg;860f32_6ade0febffd348528da590032fc147d6~mv2.jpg;860f32_3b2bcb8c066942ee8d1c4342a7d8ec57~mv2.jpg,Muebles;Varios,14753403-000-000,,166.64,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_22,Product,Lámpara de mesa,Lámpara de mesa redonda espiral de metal negro Renate,860f32_8206de648ab74ca4b30b2a8dca1b72f4~mv2.jpg,Decoracion;Decoración,14866471-000-000,,40.83,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_23,Product,Silla de ruedas Viper Plus GT,Silla de ruedas Viper Plus GT con brazos ajustables abatibles hacia atrás con varios aparejos delanteros,860f32_2cb7eb7c258d4a60abcb88ebae234ce4~mv2.jpg;860f32_740513147a6a435aae5541ae7c10a92f~mv2.jpg,Varios,14918496-000-004,,349.37,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_24,Product,Sillas de comedor,Silla de comedor francesa de roble marrón pulido (juego de 2) por iNSPIRE Q Classic,860f32_f75b0876d7ef4d3c9191016c6404708a~mv2.jpg;860f32_2998b3e3ae2d4d6c81ce151ef4d1589a~mv2.jpg,Muebles,14956101-000-000,,413.09,,FALSO,PERCENT,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_25,Product,Lavabo,Lavabo de colección Highpoint de 30 pulgadas Fireclay Farmsink con rejilla y drenaje,860f32_ffa43838c52740cba24d0dc23bd9888f~mv2.jpg;860f32_a8f99366a8dc4e66857cd5527128072c~mv2.jpg;860f32_dce34ece34f64c569bc08d7a96b73999~mv2.jpg;860f32_7317e0055a4d476db29a174391d3d1e1~mv2.jpg;860f32_1aef0eb1075e4c5295574d4866987a68~mv2.jpg;860f32_4126f6172c7645c383a8d4afb0e08746~mv2.jpg;860f32_1c8aa505a0174f02add1750be1affd05~mv2.jpg;860f32_db5c7ebba0dc48f2aa23a4b88cdd0e67~mv2.jpg;860f32_009896ee0de642af83db5c7c25c13851~mv2.jpg;860f32_827d7aed6b28430c91ee0c063cd35adc~mv2.jpg,Muebles,14957171-000-000,,0.00,,FALSO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_26,Product,Sillas de Bates,Sillas de comedor de tela gris copetuda (juego de 2) de Bates,860f32_c643252a0c5948e2bad91c7027cd45b0~mv2.jpg;860f32_3063b028de7e4a7b80fb32955dd26dee~mv2.jpg;860f32_ce591e4fd48a4eacb29a264a0f48d239~mv2.jpg;860f32_f7189c5ff078470d831f525b8af2ca3f~mv2.jpg;860f32_a4d0103cb02a4916a4a2fbbbdeeb7c1f~mv2.jpg;860f32_1e9d0433eeae4a44af5353222f38da88~mv2.jpg,Muebles,15030325-000-002,,229.75,,FALSO,PERCENT,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_27,Product,Aspiradora vertical Shark SV1106 inalámbrica sin bolsa,Shark SV1106 Navigator Aspiradora vertical inalámbrica sin bolsa,860f32_2de44e99f73c46eebf7197137f2c2a2f~mv2.jpg;860f32_44709df006084fc3afd1443a9f6f3ab7~mv2.jpg;860f32_cb7c92339bcd419c8797b27bd639855a~mv2.jpg,Varios,15179757-000-000,,88.68,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_28,Product,Sillón con brazos de Safavieh,Sillón con brazos gris Safavieh En Vogue Dining Dale,860f32_03ba74fabf4945d497c95404fa3fd2b9~mv2.jpg;860f32_e9449b7f55f24087bd955a0acbe4c565~mv2.jpg;860f32_b9601abecbdc45b492cb2cc9208e5981~mv2.jpg;860f32_64b9f346233447c9920d10a46d1c6d17~mv2.jpg;860f32_094517505d5b495d994443d07e3753d5~mv2.jpg;860f32_6e8189145b024c3ca1e71fc43c75d391~mv2.jpg,Muebles,15217093-000-000,,174.89,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_29,Product,Barredora recargable Shark V2950,Barredora recargable para piso y alfombra Shark V2950 de 13 pulgadas,860f32_8feded67a5d84fe1998867afdd2d9435~mv2.jpg;860f32_f9643f125dd74e4083521725e0a57d5e~mv2.jpg,Varios,15276024-000-000,,62.28,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_30,Product,Mesa de bar de Strick & Bolton Peyton,Mesa de bar Strick &amp; Bolton Peyton Espresso,860f32_2794f0ba64e64032a12bc1868126666b~mv2.jpg;860f32_9da23d01932f460f892cd0c4d3287b74~mv2.jpg;860f32_1ef003a04d834bdbb33a3b44ffd23c27~mv2.jpg;860f32_5149bc3d87ce4a24b891c2ca31aa0b5b~mv2.jpg,Muebles,15390506-000-000,,172.41,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_31,Product,Puerta de seguridad de KidCo Safeway,Puerta de seguridad para niños de KidCo Safeway,860f32_d2e053bc0c694b52815c72156f5ecff9~mv2.jpg,Varios,15395837-000-000,,35.47,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_32,Product,Banqueta o pie de cama de Strick & Bolton,Strick &amp; Bolton Andalucia - Banqueta con botones de cuero negro inoxidable,860f32_41baff37b1cf4725bedd4589c0299c7c~mv2.jpg;860f32_96707a40133349af932dd46b27f71d0c~mv2.jpg;860f32_71cc8a3241594c119fc7fbeb41b6b0fa~mv2.jpg;860f32_5785ff3f12e84e3092a5b8ffd9085f8d~mv2.jpg;860f32_8c93b78b114b4cf487cc7fc56d3c69d3~mv2.jpg;860f32_34ba03fa8183434eb5953760285f1226~mv2.jpg,Muebles,15510146-000-000,,103.11,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_33,Product,Taburete de Copper Grove,"Taburete de mostrador Belvoir de Copper Grove - 30.25 ""x 15"" de ancho",860f32_3d577880cc3042d085c15e5d8a1a79a1~mv2.jpg;860f32_a0565b2fc6014698b091465ddd3ea70d~mv2.jpg;860f32_c40afb9cb2c041a49c03117fd2dcdd62~mv2.jpg,Muebles,15524552-000-001,,96.10,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_34,Product,Taburete de Loft Evans,Taburete de bistro Carbon Loft Evans,860f32_7103c189cfea4b5e848e74b64d23387e~mv2.jpg;860f32_1b8eaff80b2d45ca81eb6082c9d3002e~mv2.jpg;860f32_611ff5f132c743068db8c26123f6368b~mv2.jpg;860f32_a1aa326ecd014493a3c02f58c9997755~mv2.jpg;860f32_ba7f6a0665ba42c2bf6e4c55fdc22058~mv2.jpg,Muebles,15733817-000-000,,147.66,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_35,Product,Silla auxiliar de iNSPIRE Q Bold,Silla con brazos de anfitriona Jourdan Blue Damask Sloped de iNSPIRE Q Bold,860f32_150c492f0dfc44759acc834a2afada3e~mv2.jpg;860f32_db3c0b772bf44f4a9f243036ac6a43b5~mv2.jpg;860f32_65aba8e4780f4e1b90b68a36bd357b66~mv2.jpg;860f32_c7a59bda802d445a9a4b5291a674bef9~mv2.jpg,Muebles,15857943-000-000,,150.55,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_36,Product,Taburete de bar The Gray Barn Pitchfork,Taburete de bar The Gray Barn Pitchfork Espresso,860f32_f116150826044a3cbf6622c7e07211e2~mv2.jpg;860f32_1f8c4bf93d294bbc85cb701d69e4e543~mv2.jpg;860f32_2a4bfef6319144d294a52f2f00f65fe5~mv2.jpg;860f32_7d522d9ebf254cb8abcfae5f267605cd~mv2.jpg;860f32_fac530a54ca640c8981067c40c0b2007~mv2.jpg;860f32_e53a4b76e5e6440fa1f7de5eb74a11f4~mv2.jpg,Muebles,15881124-000-000,,82.49,,VERDADERO,PERCENT,25,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_37,Product,Taburete de bar giratorio de Safavieh,"Taburete de bar giratorio, gris, 28.7-38.6- pulgadas Safavieh",860f32_c6dd668f160745eea632c06b2f082220~mv2.jpg;860f32_1abe3a3089344ad2b98d304d467054e5~mv2.jpg;860f32_c4953127d4ae4ef89e9abc1b4e6de9c0~mv2.jpg;860f32_09a22f4e5ec94a43af4f7735c48a5efa~mv2.jpg;860f32_aac80efa04a04b8881f9a0046b2e62d5~mv2.jpg,Muebles,15932724-000-000,,152.61,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_38,Product,Sillas de comedor simples (juego de 2) Venice Living,Sillas de comedor Venice Living simples (juego de 2),860f32_d83e153ef6144127ae6c2eda10615688~mv2.jpg;860f32_1221bc6cb1e14a158654c8a1b5e61707~mv2.jpg,Muebles,16000527-000-001,,98.58,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_39,Product,Mesa de extremo de Loft,Mesa de extremo cuadrada rústica de madera sólida y hierro de Fischer de Loft de carbono,860f32_5f80709882234458a655bc275ebe69c1~mv2.jpg;860f32_b025ce5716f04f5a9ed9624c16eeeec0~mv2.jpg;860f32_43db1bbb53ab4f1894462a5a94ec2767~mv2.jpg;860f32_0f129c7b48ca43629f13e2a43104a4f7~mv2.jpg,Muebles,16086983-000-000,,144.36,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_40,Product,Lámpara de mesa de Safavieh Lighting,Safavieh Lighting - Lámpara de mesa Navy Roxanne de 26 pulgadas (juego de 2),860f32_4910574c965d43fe924caf03b467261c~mv2.jpg;860f32_3dfcd90e84784ec18746777bd6998739~mv2.jpg,Decoracion;Decoración,16240797-000-000,,127.86,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_41,Product,Lámpara de mesa (juego de 2) de Safavieh Lighting,Safavieh Lighting - Lámpara de mesa Roxanne naranja de 26 pulgadas (juego de 2),860f32_32d46e9f64144e9ca941bb794582c297~mv2.jpg;860f32_336e2526ab174479a0070ba370187bca~mv2.jpg;860f32_016beb23e5db4478a6804ac21b191ec9~mv2.jpg,Decoracion;Decoración,16240800-000-000,,108.48,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_42,Product,Lámpara de mesa de Safavieh Lighting,Safavieh Lighting Lámpara de mesa Mercury de plata de 33 pulgadas,860f32_6ff441a8187148c7a6977cd8f1954c38~mv2.jpg;860f32_048968b1e8f84139bfcb482333b9e6c4~mv2.jpg;860f32_1bc74e956eb3480bb94e1f1451e92f99~mv2.jpg;860f32_de1c4cdd390545169c9447351678325d~mv2.jpg,Decoracion;Decoración,16240997-000-000,,78.78,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_43,Product,Lámpara de mesa (juego de 2) de Safavieh Lighting,Safavieh Lighting - Lámpara naranja de calabaza de 32 pulgadas (juego de 2),860f32_84fd2c09b78a4d7185a75acd27793531~mv2.jpg;860f32_7adcf89d36cf4940aaeff5d02b63c8e6~mv2.jpg;860f32_0635214ae2bc4b8695d3e32e07683203~mv2.jpg;860f32_202466e3a5234444b47d3a790c213e47~mv2.jpg;860f32_590bb7c832af42f0940b7aef0c317c65~mv2.jpg,Decoracion;Decoración,16241003-000-000,,109.30,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_44,Product,Lámpara de mesa (juego de 2) de Safavieh Lighting,Safavieh Lighting - Lámpara de candelabro de cristal Crystal Marla de 31 pulgadas (juego de 2),860f32_06fc4e3964974347b8e7e886103cae70~mv2.jpg;860f32_5b7690f4986641c4b4c3bfe362c2975d~mv2.jpg;860f32_52adfb1d58514008a18870a82e62b4f1~mv2.jpg,Decoracion;Decoración,16241023-000-000,,112.60,,VERDADERO,PERCENT,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
